agent,reference_sex,age_bin,target_agent,n_cases_clean,n_windows_clean,n_female,n_male,mean_age,mean_agent,sd_agent,mean_mac,mean_bis,sd_bis,mean_sef,sd_sef,mean_sqi,delta_power_db,theta_power_db,alpha_power_db,beta_power_db,alpha_peak_freq,alpha_peak_power_db,alpha_delta_diff_db,usable_cell
des,all,30-34,7.0,5,5,3,2,32.6,6.997500011920929,0.018465432777282912,1.0,34.038666588465375,9.302641116925289,12.698299969037375,2.0852914400860296,94.18250007629395,23.114667547209287,13.74413186612505,9.559929694273226,1.6656592938633463,8.5,11.063070677800196,-13.554737852936062,True
des,all,30-34,7.5,2,2,0,2,33.0,7.502499997615814,0.004714040712246475,1.0866666873296102,29.962500007947288,2.9274220583774837,12.01229168176651,1.6372467891831246,98.46041679382324,23.64035516640542,17.07949147266777,11.365173338858643,4.444340048311246,8.5,9.087936616228522,-12.275181827546774,False
des,all,30-34,8.0,2,2,1,1,33.5,7.9991667191187545,5.619580094536498e-09,1.1629167055090268,27.489166673024496,0.07542467387426148,12.473666636149089,0.13729660714136238,99.3508337020874,22.57324739325022,13.580767675355073,9.478133038513885,-0.20599063058327843,9.0,11.354882101493821,-13.095114354736332,False
des,all,30-34,8.5,1,1,1,0,34.0,8.5,,1.2000000476837158,31.063333336512247,,11.94841667811076,,92.72833398183188,22.537944591682244,13.84003915875283,9.478585841437198,-0.3820407135908915,8.5,11.93160529842442,-13.059358750245046,False
des,all,30-34,9.0,1,1,1,0,34.0,9.015833433469137,,1.2999999523162842,29.251666641235357,,12.030666637420657,,89.41333440144857,28.7918415703862,18.28164244956864,14.588737951923532,9.832529615964704,8.5,7.687952717635936,-14.203103618462665,False
des,all,35-39,2.5,9,9,4,5,36.55555555555556,2.4999999995584847,0.0075231157872079225,0.6289814837276936,43.85444447729323,12.465567436961944,14.965953703279846,2.757609625773416,96.85879695327192,17.90516626170138,10.14115664714118,8.923846930230194,-1.297572584867846,9.5,10.230222267936568,-8.98131933147118,True
des,all,35-39,2.9,1,1,0,1,37.0,2.9125000834465027,,0.800000011920929,32.07583322525024,,13.795333313941956,,98.70000069936115,17.50161599036829,8.072799426915742,4.789286923587555,-4.321683832829198,8.5,7.306876201191737,-12.712329066780736,False
des,all,35-39,3.0,15,15,12,3,36.93333333333333,3.0047222177187605,0.019684178430258277,0.6715555586417515,42.797777801089815,10.397449301989255,15.159977768262227,2.8804748011988206,96.91711136288113,20.40373395835015,12.28142766912589,11.23976959025335,1.7664258759800562,9.5,11.9110313811421,-9.163964368096805,True
des,all,35-39,3.1,1,1,1,0,37.0,3.111666587988536,,0.699999988079071,44.25416673024496,,15.163833355903623,,96.5900012334188,19.260598366392824,5.153175943547842,4.624343868117101,-4.031349881693795,10.5,5.236768088798588,-14.636254498275722,False
des,all,35-39,3.3,2,2,1,1,35.0,3.31416663924853,0.011785129878515092,0.6500000059604645,38.42791651089986,7.789370347020539,13.364833323160806,2.1539650783017397,95.53416728973389,20.977310820844323,12.67146122043934,11.453911398051428,2.674067499086503,10.0,11.530508431739978,-9.523399422792895,False
des,all,35-39,3.4,2,2,2,0,36.5,3.4208334018786752,0.029462744617275466,0.5999999940395355,46.82999994754791,21.80953005774031,16.991624979178113,5.623325605423734,98.4954169591268,16.340264473747567,9.264512120982648,9.604546008340643,1.7535293142340591,9.0,9.800775282359556,-6.735718465406926,False
des,all,35-39,3.5,14,14,11,3,37.42857142857143,3.5020238095805754,0.010976443237090251,0.6983333342841693,39.2858928725833,8.444305868031162,14.487678558485849,1.9557551279492926,97.24041699000766,20.905891139845604,12.72398465598989,11.559193011529503,0.9582620007921544,9.5,11.517456493565003,-9.346698128316103,True
des,all,35-39,3.6,1,1,1,0,36.0,3.639166627327601,,0.5133333325386047,42.29833329518636,,14.34133332570394,,96.87750123341878,20.07271338413281,11.609615115176862,8.56489497650745,-1.0802119111804327,8.5,9.128678902897173,-11.50781840762536,False
des,all,35-39,3.7,2,2,2,0,37.5,3.700000047683716,0.0,0.550000011920929,39.99583333333334,6.518346038211973,13.444000005722046,0.6264965838546969,97.76875069936116,22.381463162773635,12.333858966302298,13.321017496620666,0.14254342258710306,10.0,15.400883032189782,-9.060445666152969,False
des,all,35-39,3.9,3,3,3,0,37.666666666666664,3.8961111234294044,0.00336780543419878,0.6000000238418579,33.23638887935215,1.982431379476872,12.849333315425449,0.6813569844173506,96.85611188676621,22.47011633657046,13.23030669231032,12.338498811674507,0.1165475250553299,8.5,14.210618847394409,-10.131617524895956,True
des,all,35-39,4.0,16,16,11,5,37.8125,4.002239568158984,0.01239667043356804,0.688958347712954,42.09322921236356,11.68892585235884,14.48369269768397,2.1889565923627945,95.5179168065389,20.967308807087477,13.144049711718445,12.30869457082326,2.546319131628406,10.5,11.474925856594725,-8.658614236264219,True
des,all,35-39,4.1,2,2,1,1,36.5,4.093749910593033,0.008838826335462142,0.6937500163912773,48.399166727066046,1.3199328155631191,15.838749992847443,0.5654497004353068,94.83375053405761,19.638865156698323,12.024070132904873,13.491531604768173,6.355128053089313,10.0,12.79026289704602,-6.1473335519301475,False
des,all,35-39,4.2,2,2,2,0,36.5,4.187499821186066,0.017677652670924283,0.800000011920929,30.55166668891907,0.14495694858687552,10.27483329574267,2.369986258060685,99.49625027974446,22.258624408554898,13.509616842476357,8.493216427092475,-3.036655540683275,9.0,10.957486960029737,-13.765407981462428,False
