agent,reference_sex,age_bin,target_agent,n_cases_clean,n_windows_clean,n_female,n_male,mean_age,mean_agent,sd_agent,mean_mac,mean_bis,sd_bis,mean_sef,sd_sef,mean_sqi,delta_power_db,theta_power_db,alpha_power_db,beta_power_db,alpha_peak_freq,alpha_peak_power_db,alpha_delta_diff_db,mean_fen2o,mean_fin2o,max_fen2o,max_fin2o,usable_cell
sevo,all,55-59,1.8,96,96,49,47,57.208333333333336,1.7932642685513809,0.022200448128372966,0.9485684424720401,40.324726090375854,6.497835850369921,14.567652463771973,2.105295207397916,97.79473539269013,15.695466751947166,11.306475117488219,8.672755701498717,-3.157796394530907,8.5,11.105731447982253,-7.022711050448447,0.0,0.0,0.0,0.0,True
sevo,all,55-59,1.9,131,131,62,69,57.05343511450382,1.8981021148751018,0.02135036679288535,1.010936408272308,39.54745190200365,6.744313723233985,14.190586844104658,2.04924220313729,97.82326543857806,15.934233003023602,11.466623118462989,8.581669940539443,-3.5532326631171274,8.0,11.127510982673668,-7.35256306248416,0.0,0.0,0.0,0.0,True
sevo,all,55-59,2.0,117,117,57,60,56.94017094017094,1.9975308729979102,0.020758001921687752,1.0307406363582259,40.178531471841524,7.106114295595389,14.288406523758614,2.151015625416762,97.8702028505398,16.0470552538382,11.691819793528188,8.612970755865938,-3.2862296130983144,8.5,11.126305787503318,-7.434084497972261,0.0,0.0,0.0,0.0,True
sevo,all,55-59,2.1,102,102,42,60,56.970588235294116,2.0989274313451958,0.023326697122667585,1.1026186106355975,39.40118902608436,6.9009889599390695,13.984794613799032,2.108153341253351,98.08824552828872,15.715992532365254,11.456103367734926,7.999431075903137,-3.9222822299545106,8.0,10.833250085272885,-7.7165614564621166,0.0,0.0,0.0,0.0,True
sevo,all,55-59,2.2,80,80,32,48,56.7375,2.2031300681844974,0.021739172703826543,1.1620788086006846,38.56517953477489,6.519682177732713,13.75284038249869,2.0371603012005473,97.88518137805785,16.164492288419048,11.932590882635235,8.227525031030215,-3.7722020152267604,8.0,11.181010360618322,-7.936967257388835,0.0,0.0,0.0,0.0,True
sevo,all,55-59,2.3,42,42,15,27,56.95238095238095,2.2924006299437245,0.024085281169290724,1.2071027460293695,39.1790553724955,6.911671506521375,13.469005221777433,2.1873492173332725,97.47650771311352,16.25491806023669,11.778078581157736,7.155839877328473,-4.094301160122742,8.0,10.390186976110014,-9.099078182908219,0.0,0.0,0.0,0.0,True
sevo,all,55-59,2.4,52,52,24,28,56.88461538461539,2.4010863012114827,0.023238644850746976,1.2547440945657375,38.31933779693806,6.564696503387411,13.810520645442349,2.1337684254746683,97.76817232151635,16.022306585624918,11.619023413004332,7.531466374357253,-4.006485395043568,8.0,10.509856125746843,-8.490840211267665,0.0,0.0,0.0,0.0,True
sevo,all,55-59,2.5,36,36,9,27,57.02777777777778,2.4943062874872273,0.02554992196020354,1.299567388260901,37.096087265280254,6.051988952661107,13.212421557602163,1.7801313886783667,98.09293902185227,16.075799412378874,11.873282291227598,7.2377624643683935,-4.356414882107094,8.0,10.56885103189644,-8.838036948010478,0.0,0.0,0.0,0.0,True
sevo,all,55-59,2.6,34,34,15,19,57.0,2.6036833127629575,0.02415729183840445,1.3762457623451207,36.8596070753447,5.812478317718428,12.877593836579107,1.4970351338205377,97.38584868923998,16.1740221174558,12.132342346730658,7.168435464872343,-4.448939871949547,8.0,10.722270679208876,-9.00558665258346,0.0,0.0,0.0,0.0,True
sevo,all,55-59,2.7,32,32,13,19,57.09375,2.7000101780203596,0.026533419222362378,1.418038514956182,35.90071917845635,7.3059387397728495,12.977058489496509,2.1918823092643662,97.48718419905441,15.765536792605086,11.551287896194188,6.441955736677782,-4.923377417820368,8.0,10.151030299350527,-9.323581055927304,0.0,0.0,0.0,0.0,True
sevo,all,55-59,2.8,22,22,8,14,57.04545454545455,2.808359663894005,0.023835341472799386,1.4600591760834285,37.064031071396485,4.136932640078159,11.901700776313065,1.6082112669764435,97.30654295276513,16.38113002553084,11.819074948557928,6.376328742192058,-5.485662999998889,8.0,10.084423912264073,-10.004801283338784,0.0,0.0,0.0,0.0,True
sevo,all,55-59,2.9,15,15,9,6,57.13333333333333,2.883950997010494,0.018030938397414972,1.4921341127985055,35.83530678865811,4.3450930053471,12.745543651762937,1.7524419415180448,96.95813278638654,17.550249378392397,12.931847880409926,7.555370430577786,-3.6100106195517787,8.0,10.835246671591927,-9.99487894781461,0.0,0.0,0.0,0.0,True
sevo,all,55-59,3.0,11,11,5,6,57.27272727272727,2.990682426828778,0.02699653060977808,1.6012872945439691,38.009772669433644,6.214536029002726,12.468655999586213,1.5607317969840375,97.52802752974358,16.414000384664998,12.351533171421375,6.635305921735866,-4.687213130020154,8.0,10.224478586894755,-9.778694462929131,0.0,0.0,0.0,0.0,True
sevo,all,60-64,1.0,73,73,27,46,62.12328767123287,1.0013175142361765,0.02664665485253371,0.6231573825440535,48.517959186524905,9.291905246035226,15.916302807137507,2.609869837081762,98.4448925144256,11.999857193087397,8.740167719248173,8.346065466364164,-3.7817563146187365,9.5,10.394201579560189,-3.6537917267232314,0.0,0.0,0.0,0.0,True
sevo,all,60-64,1.1,77,77,27,50,61.96103896103896,1.1041560342144807,0.026682515552946495,0.6688981489484497,48.03766899364335,9.611122145128379,15.938308307297076,2.945773895421271,98.05789467196314,11.832445532984853,8.518827080025718,8.184308205882402,-3.9904248236774205,9.5,10.332821369136736,-3.648137327102451,0.0,0.0,0.0,0.0,True
sevo,all,60-64,1.2,85,85,30,55,62.03529411764706,1.2027289608828542,0.02706535971960896,0.6826096910300811,49.15044790657274,8.964471893616903,16.34664095969688,2.353746174302158,97.86786861005952,12.435741526177127,8.642238637462516,8.342098640807345,-3.2325761598444673,10.0,10.439003864729267,-4.093642885369782,0.0,0.0,0.0,0.0,True
sevo,all,60-64,1.3,91,91,41,50,62.05494505494506,1.2917778921253031,0.024110431022047307,0.7221622422074851,46.4983328982096,8.353380380450831,15.777196548443847,2.343180967821074,98.0893018257869,13.603695243881212,9.806558190982575,9.000534687207226,-3.091470868232998,9.5,10.98579142143548,-4.603160556673985,0.0,0.0,0.0,0.0,True
sevo,all,60-64,1.4,129,129,55,74,61.82945736434109,1.4016845606293322,0.02118456908083988,0.7748951813878999,46.82111485120708,8.06434326164837,15.927190917708671,2.2875940201754936,97.89393929190722,13.37252350921647,9.331973586601302,8.477172572180995,-3.2149311295781344,9.5,10.394105912040857,-4.8953509370354755,0.0,0.0,0.0,0.0,True
sevo,all,60-64,1.5,137,137,58,79,61.97080291970803,1.5012092270270907,0.019983740351803496,0.8096583775545181,46.05439081839637,8.563400677609591,15.81761384292884,2.2836806838720434,97.87497917071094,13.738119445597002,9.873932499580016,9.019589662427725,-2.973264353883406,9.5,10.939437936880745,-4.7185297831692745,0.0,0.0,0.0,0.0,True
sevo,all,60-64,1.6,131,131,56,75,62.00763358778626,1.5957167142650834,0.01954855972321085,0.8640170197956425,45.200833479404146,8.457975680594517,15.605340455328387,2.1363194419057936,97.93496791350705,14.048780443458387,10.167812952243823,9.050530281424358,-3.1008953077344845,9.5,10.969532677263071,-4.998250162034029,0.0,0.0,0.0,0.0,True
sevo,all,60-64,1.7,104,104,41,63,62.04807692307692,1.7045983859546818,0.023842203302082542,0.9245013765858274,44.33005106287937,8.43049221174098,15.365338464921269,2.143789983866643,98.06436305249062,14.489691803257342,10.287249876693863,8.742392484910415,-3.276689099894555,9.5,10.852538801704368,-5.747299318346927,0.0,0.0,0.0,0.0,True
sevo,all,60-64,1.8,104,104,46,58,61.88461538461539,1.7947604641534733,0.024706528857485473,0.991390598693173,40.79725834926805,8.114920681106376,14.629361402850527,2.4133858066919682,97.96106285211175,15.002294383327897,10.861838999978971,8.236333184326593,-3.74080775739587,8.5,10.879486272263433,-6.765961199001302,0.0,0.0,0.0,0.0,True
sevo,all,60-64,1.9,131,131,51,80,61.916030534351144,1.903048938754875,0.019685724504342507,1.017870551613207,41.07139594949137,6.998265698002373,14.63715920714524,2.033237031794769,97.91434925438566,14.952597347032507,10.833173311087931,8.175791287454135,-3.819532825017737,8.5,10.598513904144268,-6.776806059578371,0.0,0.0,0.0,0.0,True
sevo,all,60-64,2.0,119,119,55,64,61.90756302521008,1.9989798767368259,0.01973799962154546,1.089331413671004,40.84827960596762,7.020348940853183,14.422974752464674,2.2085279130866478,97.9854105288408,15.379786906977282,11.526649260247092,8.497601087284998,-3.4825187937217565,8.0,11.19730771363815,-6.8821858196922845,0.0,0.0,0.0,0.0,True
sevo,all,60-64,2.1,108,108,37,71,62.03703703703704,2.100345462677213,0.022769709491867327,1.1336371779985823,39.98225484532591,7.755214549923802,14.279681494325562,2.2096255413255728,98.11472011281201,15.026272769236268,11.103277334095894,7.810530099537975,-4.158378470990993,8.0,10.622712472823128,-7.215742669698294,0.0,0.0,0.0,0.0,True
sevo,all,60-64,2.2,80,80,26,54,62.0,2.194039077058163,0.023559158401886576,1.2068565639293714,40.13253287549441,7.363756907435818,14.06685423590786,2.453963712206081,97.69919272970408,15.10303201819695,11.122261448175063,7.222482977341036,-4.21476019597304,8.0,10.348525035549583,-7.880549040855914,0.0,0.0,0.0,0.0,True
sevo,all,60-64,2.3,45,45,17,28,62.06666666666667,2.2967994688233984,0.022696639123730787,1.229161766470686,38.925726379145075,6.231704950847444,13.782577849201582,1.6713244328779133,97.9734841221571,15.868113423296204,11.918296770517891,8.28881440173519,-3.8705463834065226,8.0,11.128198528923583,-7.579299021561015,0.0,0.0,0.0,0.0,True
sevo,all,60-64,2.4,54,54,20,34,61.94444444444444,2.3962029249703423,0.02141013797980818,1.301039465250919,37.906153536056756,6.70119591677608,13.611808836774003,2.1530847140078926,97.76875456040841,15.774979584953256,11.730029254918405,7.203976711948678,-4.316772668640421,8.0,10.636235278024094,-8.571002873004577,0.0,0.0,0.0,0.0,True
sevo,all,60-64,2.5,36,36,13,23,62.25,2.4965686490696735,0.026075411300509804,1.3616764075298744,38.90529653848046,6.32862600897807,13.218885278199902,2.1099561854237634,97.49632019517874,15.980632436842528,11.171013041196339,6.483494553440158,-4.644929815187756,8.0,9.667875968002498,-9.49713788340237,0.0,0.0,0.0,0.0,True
sevo,all,60-64,2.6,33,33,14,19,62.15151515151515,2.601343450217856,0.024956624448892087,1.4188089693905879,39.242309016610186,7.016016389414722,13.591810797416427,1.8923034900435427,97.56222741021352,15.292307228101885,11.460419373632641,6.474739014399151,-4.684638864811532,8.0,9.890935223145606,-8.817568213702735,0.0,0.0,0.0,0.0,True
sevo,all,60-64,2.7,30,30,12,18,62.266666666666666,2.7048201072743785,0.022535672749427336,1.4640006406716486,37.126566610129345,7.305674752967837,13.543700381769902,2.196869650058097,97.39138668500715,16.015221062149312,12.204135634780123,7.081592799761818,-3.929121884946334,8.0,10.362712806587366,-8.933628262387494,0.0,0.0,0.0,0.0,True
sevo,all,60-64,2.8,20,20,9,11,61.8,2.7937835313154697,0.023709993735005538,1.5131031899449106,36.66699768319726,6.248104662661229,13.558527631759642,2.2471935903147435,97.58230539225042,16.649585755670365,12.213811140165344,7.151204996882123,-3.8807809826135475,8.0,10.498569357648062,-9.49838075878824,0.0,0.0,0.0,0.0,True
sevo,all,60-64,2.9,9,9,4,5,62.666666666666664,2.9068612875934274,0.026411031120865996,1.569076260682023,36.609874066503515,6.576931578356262,13.221692331438815,2.122005668100852,97.24861113467702,16.868246070865425,12.915863385758898,8.039105260031704,-3.7394570796218694,8.0,11.348804764885251,-8.829140810833717,0.0,0.0,0.0,0.0,True
sevo,all,60-64,3.0,5,5,1,4,62.2,2.9868450561134763,0.028039427435640325,1.613460962739773,33.23852472727498,5.911758982978828,14.110313126022618,2.1003668673726925,97.93008627831935,16.026862829755427,10.876501983454975,6.492460421926792,-4.290563822204655,8.0,9.713575321676242,-9.534402407828637,0.0,0.0,0.0,0.0,True
sevo,all,65-69,1.0,54,54,16,38,66.9074074074074,0.9992595022008899,0.02594414061392268,0.6109622269450617,49.217289966335635,9.692085444431138,16.360419200195206,2.50033931803901,98.11917820501107,11.785783537357998,8.641492221420625,7.936793514854954,-3.442552136249108,9.5,9.773397400221343,-3.848990022503043,0.0,0.0,0.0,0.0,True
sevo,all,65-69,1.1,57,57,18,39,66.98245614035088,1.098608960959875,0.025480815716696834,0.6509798903329017,49.94084145057707,8.766189735366067,16.75285522407302,2.613045462488541,98.35668518661755,11.756385524875014,8.156841427622906,7.846294146960067,-3.3499379108538334,9.5,9.687662116417663,-3.9100913779149487,0.0,0.0,0.0,0.0,True
sevo,all,65-69,1.2,61,61,18,43,67.08196721311475,1.2068009514514295,0.026924542411403928,0.7296249586856628,48.45277559772704,8.50976417457194,16.22864636201615,2.4392085790921287,98.37965517837168,11.986330924883758,8.195514888340577,7.395115168256202,-3.8577821367915166,9.5,9.352304270029169,-4.591215756627554,0.0,0.0,0.0,0.0,True
sevo,all,65-69,1.3,81,81,31,50,67.08641975308642,1.297634198429655,0.02407949106249504,0.7327786567607998,47.11517283247301,8.67640238380989,16.027039367769202,2.0897438596337294,98.02845412589028,12.886587557139064,9.258664698331684,8.74349987083225,-3.3382902062748268,9.5,10.516240382097973,-4.143087686306813,0.0,0.0,0.0,0.0,True
sevo,all,65-69,1.4,94,94,34,60,67.08510638297872,1.3997094325713009,0.021836753821826864,0.7938128949062493,46.076220147287906,8.920984661389245,16.01137381939297,2.1419374300148872,98.27265714028097,13.279288869661091,9.679243288911541,8.702755468781522,-3.1137304419563887,9.0,10.75864860924416,-4.576533400879569,0.0,0.0,0.0,0.0,True
sevo,all,65-69,1.5,110,110,34,76,67.16363636363636,1.5014863284793682,0.021157772224751285,0.8225485964357556,45.82674814909471,8.22657385188565,15.611330004165682,2.1998585270607203,98.01973945335006,13.550248875378593,9.817421676659801,8.482026274296993,-3.4506890776366683,9.0,10.544530736204658,-5.068222601081599,0.0,0.0,0.0,0.0,True
sevo,all,65-69,1.6,109,109,32,77,67.04587155963303,1.6011463342817636,0.019655608337213023,0.8989030664907027,45.6760400046734,7.415186999286767,15.492451235416718,2.0157013975456115,98.2646963085193,13.667705046635675,9.941627602255908,8.536162831031396,-3.4957800417232425,9.0,10.594643548111264,-5.131542215604278,0.0,0.0,0.0,0.0,True
sevo,all,65-69,1.7,93,93,30,63,67.03225806451613,1.7061444640904833,0.023529803879651055,0.9590358200331558,45.87560070271079,8.35604538107255,15.523525188813208,2.0962078242055115,97.84296358660343,13.697395039062448,10.031429951250859,7.909005145417454,-3.5122329515657498,9.0,10.166528223188177,-5.788389893644995,0.0,0.0,0.0,0.0,True
sevo,all,65-69,1.8,75,75,24,51,67.14666666666666,1.794836951379871,0.026267996826869137,1.0015355921325584,44.17317117886742,8.639762111394626,15.525006617371407,1.9778294896879707,97.98097209527758,13.838477633574003,10.022959053947938,7.380542938436767,-3.7231050043095864,8.5,9.749769964382516,-6.4579346951372365,0.0,0.0,0.0,0.0,True
sevo,all,65-69,1.9,93,93,34,59,66.9247311827957,1.9022148489121742,0.020942447263782877,1.0497141126622562,43.37620294825925,7.183100722648718,14.9132462204217,2.005986657082591,98.18870199331245,14.341890386592814,10.638812845954545,7.89201572028864,-3.9167217954836833,8.5,10.361947493170868,-6.449874666304175,0.0,0.0,0.0,0.0,True
sevo,all,65-69,2.0,91,91,25,66,67.10989010989012,2.0023635531301465,0.022115267455820722,1.1102344675850118,43.2889888961796,8.303230085731732,14.746847634049535,2.1867043936656105,97.87645564042168,14.297624020005808,10.519845525240054,7.474083283833911,-4.308460386861454,8.0,10.093429492980865,-6.8235407361718945,0.0,0.0,0.0,0.0,True
sevo,all,65-69,2.1,84,84,28,56,67.11904761904762,2.1041376034824344,0.01941794381060251,1.1959440459746733,40.78205140951045,7.081322652548608,14.251427186597581,2.000961031057598,97.68142802876731,15.124423491408555,11.445722993652307,7.721911679517015,-3.8739207932668336,8.0,10.73518263957519,-7.402511811891541,0.0,0.0,0.0,0.0,True
sevo,all,65-69,2.2,66,66,17,49,66.95454545454545,2.2024356070619002,0.023525976794154007,1.2210416987948731,40.84909555950212,6.379521133698931,14.344876687028304,1.8542121363378334,97.58093938563358,15.028688932476749,11.183380684333633,7.482698211075151,-4.085443806514356,8.0,10.253694015436878,-7.545990721401596,0.0,0.0,0.0,0.0,True
sevo,all,65-69,2.3,46,46,17,29,67.3695652173913,2.2952090301280976,0.02403825942066432,1.2837763091103862,40.13958333513119,8.308727575553274,13.981907551279425,2.1437002242850807,97.58156439121002,15.070534719122584,11.466061789429899,6.380463379749798,-4.248155077120157,8.0,9.91492847901912,-8.690071339372787,0.0,0.0,0.0,0.0,True
sevo,all,65-69,2.4,39,39,11,28,67.28205128205128,2.3943827339830115,0.02369234073349715,1.326959268700801,41.770810609651555,8.771284530703452,13.9985454019573,1.9174496893846475,98.08673228243222,14.736743984231776,11.175625618385014,6.18140625027087,-4.690930721733142,8.0,9.579377880164504,-8.555337733960908,0.0,0.0,0.0,0.0,True
sevo,all,65-69,2.5,25,25,9,16,67.0,2.4959184897666176,0.03050418616359528,1.4172804496561489,37.916271620998785,8.444090121572984,13.317649080832801,1.8737062328830196,98.12965773936112,15.565175901955032,11.363510429646412,5.965270168623955,-4.887037217176545,8.0,9.57832109671801,-9.599905733331076,0.0,0.0,0.0,0.0,True
sevo,all,65-69,2.6,28,28,6,22,67.03571428571429,2.594212424905882,0.024840411366385047,1.4301929777230336,41.82971097002072,9.360660790344244,13.995111514989375,1.9886098707286932,97.92071324593964,15.106908495008495,11.612656913088868,6.694437081246078,-4.377491112084409,8.0,9.975289641826762,-8.412471413762416,0.0,0.0,0.0,0.0,True
sevo,all,65-69,2.7,21,21,7,14,67.19047619047619,2.703899122167763,0.024625567588843718,1.5167227783051895,39.93217728997152,5.999639572956633,13.068258489292884,1.6430313782348969,97.70933804587713,15.294695260250275,11.407968519588882,5.141763347158466,-5.306269720343157,8.0,8.786484558675323,-10.152931913091809,0.0,0.0,0.0,0.0,True
sevo,all,65-69,2.8,17,17,5,12,67.82352941176471,2.8023537022490785,0.03264008251672304,1.5725934535064094,40.172696052922625,7.82898479712611,13.272474599406854,1.434815607637954,98.05119257575156,15.31925416998553,11.84798476755585,6.177140700052544,-4.872372782541513,8.0,9.643915091766766,-9.142113469932987,0.0,0.0,0.0,0.0,True
sevo,all,65-69,2.9,10,10,6,4,67.0,2.8825384433552004,0.025007719396224752,1.5974258039713216,39.74523105761657,11.260088538821481,13.63930234324187,1.73836799445925,97.22295106644432,17.179481784793143,13.351194990343723,7.658151365437244,-2.966653677768162,8.0,11.211560135136677,-9.521330419355898,0.0,0.0,0.0,0.0,True
sevo,all,65-69,3.0,8,8,3,5,67.5,3.002808435622137,0.014735224223918937,1.6637418790051015,46.72933842561518,6.130472022656791,14.010174308212784,2.265743503136661,97.85818947696437,15.099340748795019,11.426568060432219,5.586313096831311,-4.268151710932825,8.0,8.785641610912286,-9.513027651963707,0.0,0.0,0.0,0.0,True
sevo,all,70-74,1.0,47,47,25,22,71.95744680851064,1.0055301163455386,0.025185463411858518,0.6615576647479229,46.26735093722001,9.041350980539493,15.298062958474542,2.795791082200567,97.93804340008515,12.06351044804501,8.29923350883318,6.601491031915397,-5.173512553364404,8.5,8.781562470669556,-5.462019416129612,0.0,0.0,0.0,0.0,True
sevo,all,70-74,1.1,46,46,20,26,71.8695652173913,1.0936673636767555,0.024908575036551056,0.6391690894505819,46.860206199040555,9.608404633835683,15.782955857792842,2.748778775779097,97.26874372143892,12.067144679790664,8.06676865012634,6.863165719771005,-4.290698400066683,9.0,8.84265414054837,-5.203978960019657,0.0,0.0,0.0,0.0,True
sevo,all,70-74,1.2,57,57,18,39,71.7719298245614,1.2041617790675498,0.02259029066024283,0.7153297444418133,47.69757513427421,9.233083898817343,15.907608085724782,2.8364889608490396,98.05207532710499,11.455245995285152,7.608732371877149,6.111706945197229,-4.8792129400575295,8.5,8.273049308924655,-5.343539050087923,0.0,0.0,0.0,0.0,True
sevo,all,70-74,1.3,64,64,31,33,71.5625,1.2907687115553321,0.023169162170295715,0.7580457561990745,48.2448262778363,8.510611523236765,16.175509903856437,2.950489917262319,97.84798054063383,12.286448409551639,8.68542403795205,7.352227952026005,-3.8332664140486155,8.75,9.275789387083964,-4.934220457525634,0.0,0.0,0.0,0.0,True
sevo,all,70-74,1.4,79,79,35,44,71.75949367088607,1.3987772550720738,0.019907473409032286,0.8030646848925567,46.32873582524181,9.178864146452838,15.529341463275049,2.645763395739496,97.85402926208475,12.918120865262408,9.352766837967508,7.390373939981796,-4.143418509294925,9.0,9.600637116057888,-5.527746925280612,0.0,0.0,0.0,0.0,True
sevo,all,70-74,1.5,96,96,41,55,71.76041666666667,1.501648017406276,0.020977950784807096,0.8584885607430301,45.352520997189764,9.071425432028114,15.612798555120955,2.300850174743328,98.18626980411614,12.590841291297295,9.008079637539916,7.00714537355677,-4.2842176124649,8.5,9.324327746838973,-5.583695917740524,0.0,0.0,0.0,0.0,True
sevo,all,70-74,1.6,84,84,34,50,71.82142857142857,1.5992095504784847,0.021430354336634348,0.9061663549872935,46.14506292517282,8.50581711162377,15.672747636308507,2.209377904889825,98.31859182004655,12.918169911202277,9.261038485474797,7.2648624750171376,-4.199473998926803,8.5,9.552298597165512,-5.653307436185138,0.0,0.0,0.0,0.0,True
sevo,all,70-74,1.7,75,75,34,41,71.88,1.7026549778536169,0.022794152593438748,0.9775252579154136,45.715336108509035,9.771857523338982,15.831832683193188,2.1097951355023503,97.98059004501502,12.971009483699389,9.305943329946626,7.47312306414909,-3.777767185109234,8.5,9.699828899536364,-5.497886419550299,0.0,0.0,0.0,0.0,True
sevo,all,70-74,1.8,67,67,29,38,71.65671641791045,1.7911304548102436,0.024327516437150806,1.0158960118441522,41.95663644288903,9.032573943452162,14.927337338116521,2.192262605872902,97.86464048845703,13.467408563732036,9.707882248822932,6.071097159914398,-4.669041395653385,8.0,8.77634656889099,-7.396311403817639,0.0,0.0,0.0,0.0,True
sevo,all,70-74,1.9,86,86,35,51,71.70930232558139,1.9004583555596788,0.02197734472373316,1.0860335113065562,42.37915310674571,8.4944516666595,14.994114142360326,1.885438635105766,98.03738822938743,13.700599705522288,10.003746057549893,6.5905394536379704,-4.458854282074902,8.0,9.34186725981203,-7.110060251884317,0.0,0.0,0.0,0.0,True
sevo,all,70-74,2.0,71,71,32,39,71.6056338028169,1.9982595984677527,0.020795234452281455,1.138818161358659,42.98196558668125,7.815464994248845,14.910994151511838,2.2314126732284922,97.67985179451568,13.953250013726793,10.542787299895354,6.773479493569415,-4.233159038351921,8.0,9.650004430811373,-7.17977052015738,0.0,0.0,0.0,0.0,True
sevo,all,70-74,2.1,62,62,26,36,71.59677419354838,2.099854817166199,0.025849103328089876,1.19748229329995,41.889899630027436,6.878205824263676,14.651100590154128,2.0614422440985654,98.15815612463861,14.097580109909234,10.41044913236242,6.325901060992475,-4.581049095068118,8.0,9.331487173511867,-7.7716790489167575,0.0,0.0,0.0,0.0,True
sevo,all,70-74,2.2,59,59,27,32,71.67796610169492,2.201469050999731,0.024907511925673767,1.2479569415171172,40.831625393014086,7.791829384560229,13.820917525181367,2.2173321458315245,97.554552137355,14.480163839688645,10.627581893259942,5.889128217589285,-5.134356737551026,8.0,9.040594972754478,-8.59103562209936,0.0,0.0,0.0,0.0,True
sevo,all,70-74,2.3,33,33,17,16,71.75757575757575,2.294634432948166,0.02310542831640635,1.3061527054749824,40.474254652372366,6.378318969374387,13.553592294441405,2.0713258834792496,96.84972465915813,15.04326086779092,10.983392917421803,5.814874233077203,-4.776193435689768,8.0,8.948734989472774,-9.228386634713717,0.0,0.0,0.0,0.0,True
sevo,all,70-74,2.4,32,32,10,22,71.8125,2.3952177560437122,0.019934096470381083,1.3787788624846145,41.80603395065603,6.640084132736983,13.681922555765292,1.973503762214865,97.15046158723223,13.571954138356395,10.034590870524163,4.829468446784653,-5.871034112430841,8.0,8.01003181377322,-8.74248569157174,0.0,0.0,0.0,0.0,True
sevo,all,70-74,2.5,18,18,10,8,71.5,2.4984071188744297,0.02915314973763794,1.4043702820751436,39.252493183756314,6.2112786864889,13.030820217880386,2.0989501703847075,96.85822073367459,14.892297555702688,10.466668850964432,5.011939202524306,-5.645288266692787,8.0,8.311339844131037,-9.880358353178382,0.0,0.0,0.0,0.0,True
sevo,all,70-74,2.6,15,15,8,7,71.06666666666666,2.604782500373614,0.02838170481978781,1.4800273399189527,41.045096331603,8.094795809922982,13.919209535026717,1.6161973208778133,97.49289440688159,13.44130331431849,10.19729822571482,4.758672558351839,-5.770070434450385,8.0,7.963866186227755,-8.682630755966649,0.0,0.0,0.0,0.0,True
sevo,all,70-74,2.7,11,11,3,8,71.9090909090909,2.706347062925554,0.025454524765886912,1.5572597200911718,41.50926908279459,5.333593476714258,12.787225300333263,2.2621031739806425,97.62888636191687,14.756996184659755,10.081742175457896,4.634403249348173,-5.941586745686568,8.0,7.796426782135282,-10.122592935311582,0.0,0.0,0.0,0.0,True
sevo,all,70-74,2.8,7,7,0,7,71.28571428571429,2.7795619469424264,0.028536613225997508,1.5935016964373756,39.331067756794035,3.907627128277864,12.778473471601803,1.5555612844812103,96.75352361464783,15.161428675029144,10.614874757174732,4.687125705994112,-5.795795011326206,8.0,8.06892674469274,-10.474302969035033,0.0,0.0,0.0,0.0,True
sevo,all,70-74,2.9,5,5,2,3,72.0,2.9151211352491133,0.01860820276357017,1.586593756149523,40.59973560377956,10.448709188351765,14.425810259046653,1.1799632198859533,95.40344762921333,12.20349560878097,8.805225699493992,3.360579044645115,-6.27435875987286,8.0,6.372060505411947,-8.842916564135855,0.0,0.0,0.0,0.0,True
sevo,all,70-74,3.0,6,6,3,3,71.66666666666667,3.0067784243677225,0.035364738046049046,1.6369216735371286,45.516533207106924,6.055641836672581,13.330689443430552,2.1954341286254713,95.94448292073275,13.68681113788861,10.641939371849249,3.5452671401651568,-5.873671984585756,8.0,7.132655152599153,-10.141543997723451,0.0,0.0,0.0,0.0,True
